customer_id,age,customer_segment,product_category,payment_type,average_order_value,discount_percentage,customer_tenure_days,return_rate,purchase_frequency,engagement_score,support_ticket_rate,churn
214,42.0,New,Groceries,Net Banking,42542.38,15.04,875,0.0625,0.018285714285714287,0.10192837465564739,0.875,1
215,44.0,New,Electronics,Credit Card,12521.5,10.17,1126,0.44,0.022202486678507993,0.06325301204819277,0.56,1
216,64.0,Premium,Clothing,Cash,33846.76,30.15,1174,0.92,0.02129471890971039,1.2894736842105263,0.72,0
217,31.0,Regular,Books,Debit Card,15507.81,45.45,1454,0.6818181818181818,0.015130674002751032,0.44954128440366975,0.13636363636363635,0
218,56.0,New,Clothing,Debit Card,16419.94,14.15,565,0.6111111111111112,0.06371681415929203,0.5732217573221757,0.5555555555555556,0
219,41.0,New,Groceries,Upi,40239.42,36.12,123,0.7142857142857143,0.056910569105691054,0.3231707317073171,1.5714285714285714,0
220,54.0,Premium,Electronics,Upi,27888.92,29.2,501,0.35294117647058826,0.033932135728542916,0.35514018691588783,0.23529411764705882,1
221,42.0,Regular,Groceries,Net Banking,32903.09,34.24,374,0.8611111111111112,0.0962566844919786,1.4848484848484849,0.4166666666666667,0
222,64.0,Premium,Electronics,Credit Card,27554.04,9.2,1748,0.7021276595744681,0.02688787185354691,0.5935251798561151,0.02127659574468085,0
223,22.0,Premium,Groceries,Net Banking,42205.96,11.57,963,0.3333333333333333,0.009345794392523364,0.10743801652892562,0.0,1
224,41.0,Inactive,Sports,Net Banking,46728.23,45.64,1159,0.0,0.03710094909404659,0.3698224852071006,0.0,0
225,44.0,Premium,Furniture,Credit Card,14099.67,48.87,227,0.23404255319148937,0.20704845814977973,14.333333333333334,0.2765957446808511,0
226,51.0,Regular,Clothing,Upi,26559.57,40.76,970,0.575,0.041237113402061855,0.7445255474452555,0.05,0
227,54.0,Regular,Clothing,Upi,41489.07,4.03,806,0.11363636363636363,0.05459057071960298,0.5855855855855856,0.022727272727272728,0
228,42.0,New,Electronics,Cash,967.78,8.57,1787,0.5121951219512195,0.02294348069390039,0.4375,0.4878048780487805,0
229,24.0,Premium,Clothing,Credit Card,45113.01,34.61,1431,0.0,0.009783368273934312,0.41924398625429554,0.5714285714285714,0
230,35.0,Inactive,Sports,Upi,9378.05,42.52,187,0.3333333333333333,0.016042780748663103,6.0,6.0,0
231,44.0,Inactive,Clothing,Credit Card,41815.2,19.46,1055,0.21621621621621623,0.035071090047393366,0.30685920577617326,0.32432432432432434,0
232,44.0,Premium,Electronics,Upi,11991.13,3.8,1614,0.6785714285714286,0.01734820322180917,0.635483870967742,0.6785714285714286,0
233,38.0,Inactive,Clothing,Cash,24784.87,17.79,1383,0.7241379310344828,0.02096890817064353,0.5751295336787565,0.1724137931034483,0
234,42.0,Inactive,Clothing,Upi,35798.87,4.1,678,0.25,0.02359882005899705,1.240506329113924,1.25,0
235,41.0,Premium,Electronics,Upi,22514.43,38.07,949,0.25,0.02107481559536354,0.6415094339622641,0.1,0
236,53.0,New,Groceries,Upi,1799.96,17.7,55,0.7142857142857143,0.12727272727272726,3.1875,2.7142857142857144,0
237,36.0,New,Books,Cash,36379.77,27.98,809,0.16666666666666666,0.007416563658838072,1.176,2.6666666666666665,0
238,28.0,Regular,Clothing,Net Banking,24909.64,3.16,1632,0.5,0.011029411764705883,0.3183856502242152,0.7222222222222222,1
239,22.0,Regular,Clothing,Debit Card,31439.17,29.69,43,0.1702127659574468,1.0930232558139534,1.1683168316831682,0.06382978723404255,0
240,43.0,Inactive,Groceries,Upi,22291.03,21.53,1265,0.4090909090909091,0.017391304347826087,0.45808383233532934,0.18181818181818182,0
241,62.0,New,Groceries,Cash,25545.48,48.44,1631,0.5833333333333334,0.007357449417535254,1.26,1.6666666666666667,0
242,33.0,New,Clothing,Cash,18568.27,46.6,1602,0.19230769230769232,0.016229712858926344,1.4757281553398058,0.6538461538461539,0
243,53.0,New,Sports,Net Banking,22203.52,14.57,315,0.7142857142857143,0.044444444444444446,0.05070422535211268,0.9285714285714286,1
244,58.0,Regular,Clothing,Net Banking,8130.09,21.16,1222,0.8837209302325582,0.03518821603927987,0.0979381443298969,0.32558139534883723,0
245,43.0,New,Books,Cash,21205.88,1.84,204,0.8444444444444444,0.22058823529411764,0.972972972972973,0.37777777777777777,0
246,24.0,Inactive,Sports,Upi,8733.76,30.63,1660,0.5217391304347826,0.013855421686746987,0.5743944636678201,0.8695652173913043,0
247,45.0,Premium,Electronics,Net Banking,11489.05,37.34,796,0.4117647058823529,0.02135678391959799,0.5209790209790209,1.0588235294117647,0
248,43.0,Inactive,Furniture,Upi,25273.06,17.25,205,0.4,0.21951219512195122,9.538461538461538,0.06666666666666667,0
249,25.0,Regular,Clothing,Net Banking,23038.97,10.34,1508,0.13636363636363635,0.014588859416445624,0.3629032258064516,0.6818181818181818,1
250,62.0,Regular,Electronics,Cash,2711.81,35.54,1668,0.15,0.011990407673860911,7.333333333333333,1.0,0
251,28.0,New,Electronics,Credit Card,8426.72,27.99,1341,0.3055555555555556,0.026845637583892617,0.25316455696202533,0.3333333333333333,0
252,60.0,New,Electronics,Debit Card,30898.29,9.87,451,0.0,0.10643015521064302,0.3618421052631579,0.25,0
253,35.0,Inactive,Electronics,Net Banking,9754.51,16.3,1338,0.8857142857142857,0.026158445440956652,0.1276595744680851,0.22857142857142856,0
254,38.0,Inactive,Groceries,Cash,6154.49,17.6,1238,0.5,0.030694668820678513,0.676595744680851,0.13157894736842105,0
255,23.0,Regular,Electronics,Upi,15616.31,9.15,1251,0.75,0.012789768185451638,0.10393258426966293,1.0,1
256,26.0,New,Groceries,Net Banking,24590.18,26.87,621,0.16666666666666666,0.01932367149758454,0.13595166163141995,1.4166666666666667,1
257,26.0,Regular,Books,Upi,31160.79,43.28,1180,0.20689655172413793,0.02457627118644068,25.0,0.13793103448275862,0
258,50.0,New,Sports,Debit Card,21073.71,41.99,628,0.03125,0.050955414012738856,0.17131474103585656,0.0625,0
259,20.0,Regular,Furniture,Cash,8826.34,22.87,263,0.15789473684210525,0.07224334600760456,0.5551181102362205,0.8421052631578947,0
260,35.0,Regular,Furniture,Cash,2559.72,35.95,1568,0.12244897959183673,0.03125,0.2,0.2653061224489796,0
261,33.0,Premium,Groceries,Cash,17754.56,40.84,1441,0.35294117647058826,0.01179736294240111,0.13777777777777778,0.4117647058823529,1
262,40.0,Premium,Furniture,Debit Card,39350.04,40.68,1252,0.8888888888888888,0.00718849840255591,4.709677419354839,1.2222222222222223,0
263,52.0,Regular,Sports,Upi,14822.0,13.37,151,0.21052631578947367,0.12582781456953643,0.6590909090909091,0.15789473684210525,0
264,35.0,Premium,Clothing,Cash,35714.05,41.42,1325,0.2,0.007547169811320755,0.2910662824207493,1.5,1
265,35.0,New,Groceries,Debit Card,31864.57,44.01,1452,1.0,0.003443526170798898,2.1666666666666665,3.2,0
266,41.0,New,Groceries,Credit Card,622.42,38.71,1659,0.5789473684210527,0.022905364677516575,3.9166666666666665,0.3684210526315789,0
267,52.0,Regular,Groceries,Credit Card,24988.39,16.14,1189,0.6428571428571429,0.011774600504625737,0.5958904109589042,1.2142857142857142,0
268,49.0,Inactive,Books,Net Banking,2774.17,31.31,964,0.25,0.004149377593360996,0.0211864406779661,0.75,1
269,18.0,Regular,Sports,Debit Card,44166.31,15.09,198,0.5555555555555556,0.045454545454545456,0.1702127659574468,2.2222222222222223,0
270,41.0,Premium,Groceries,Credit Card,15622.71,34.97,32,0.12195121951219512,1.28125,0.9166666666666666,0.4878048780487805,0
271,31.0,Premium,Electronics,Upi,11696.45,34.0,1451,0.18421052631578946,0.026188835286009647,0.6,0.2631578947368421,0
272,26.0,Premium,Clothing,Credit Card,4921.89,40.3,813,0.36,0.03075030750307503,1.528301886792453,0.44,0
273,67.0,Inactive,Sports,Upi,3886.37,28.16,1509,0.7,0.0066269052352551355,0.5335463258785943,0.5,0
274,31.0,New,Furniture,Upi,22398.0,10.86,749,0.8409090909090909,0.05874499332443257,0.6923076923076923,0.06818181818181818,0
275,45.0,Premium,Clothing,Credit Card,32408.72,12.41,1766,0.5,0.010192525481313703,0.5,1.0555555555555556,0
276,60.0,Regular,Furniture,Net Banking,25721.37,37.39,820,0.38461538461538464,0.0475609756097561,1.0921052631578947,0.02564102564102564,0
277,25.0,New,Sports,Upi,4015.09,44.44,1792,0.20512820512820512,0.021763392857142856,13.285714285714286,0.2564102564102564,0
278,54.0,Regular,Furniture,Credit Card,9052.13,23.55,566,0.09090909090909091,0.07773851590106007,0.13157894736842105,0.4090909090909091,0
279,31.0,Premium,Books,Upi,25577.22,31.43,198,0.5,0.13131313131313133,0.7665369649805448,0.5,0
280,44.0,New,Furniture,Upi,14234.65,15.5,830,0.8,0.012048192771084338,0.20229007633587787,0.4,1
281,55.0,Regular,Sports,Credit Card,36632.94,42.32,958,0.4642857142857143,0.029227557411273485,2.1,0.07142857142857142,0
282,57.0,Regular,Sports,Credit Card,33073.59,8.78,365,0.9166666666666666,0.13150684931506848,26.0,0.08333333333333333,0
283,49.0,New,Furniture,Upi,13332.72,18.59,1682,0.02127659574468085,0.02794292508917955,1.3623188405797102,0.06382978723404255,0
284,45.0,New,Electronics,Upi,35760.0,28.83,143,0.9411764705882353,0.11888111888111888,3.2,0.8235294117647058,0
285,49.0,Premium,Groceries,Net Banking,13128.25,5.15,35,0.2727272727272727,0.3142857142857143,0.5884353741496599,0.2727272727272727,0
286,20.0,Regular,Electronics,Debit Card,18516.84,46.01,689,0.8387096774193549,0.04499274310595065,0.10869565217391304,0.5483870967741935,0
287,33.0,Regular,Clothing,Net Banking,28791.03,5.97,124,0.2,0.04032258064516129,0.04057971014492753,1.0,1
288,43.0,New,Books,Upi,38789.61,15.53,440,0.0,0.04318181818181818,3.1555555555555554,0.7368421052631579,0
289,36.0,Regular,Sports,Debit Card,12507.91,18.41,338,0.85,0.11834319526627218,0.782608695652174,0.15,0
290,18.0,Premium,Clothing,Debit Card,17647.97,41.98,242,0.6857142857142857,0.1446280991735537,17.2,0.0,0
291,44.0,Regular,Groceries,Credit Card,48078.66,48.63,504,0.15625,0.06349206349206349,2.506849315068493,0.25,0
292,51.0,Regular,Groceries,Cash,4702.67,4.78,1192,0.08333333333333333,0.040268456375838924,2.3768115942028984,0.25,0
293,21.0,Inactive,Electronics,Net Banking,14937.96,42.55,586,0.625,0.027303754266211604,0.8910891089108911,0.625,0
294,32.0,Regular,Electronics,Upi,38622.26,5.45,862,0.58,0.058004640371229696,0.7818181818181819,0.28,0
295,25.0,Regular,Books,Cash,22869.9,23.17,653,0.8571428571428571,0.021439509954058193,0.3870967741935484,0.35714285714285715,0
296,70.0,Regular,Books,Cash,7842.03,35.56,642,0.047619047619047616,0.03271028037383177,0.5573770491803278,0.7619047619047619,0
297,34.0,Premium,Groceries,Credit Card,25545.48,27.51,278,0.8620689655172413,0.10431654676258993,2.4285714285714284,0.10344827586206896,0
298,18.0,Regular,Electronics,Cash,25545.48,18.61,560,0.6923076923076923,0.023214285714285715,0.5139318885448917,0.15384615384615385,0
299,70.0,Premium,Electronics,Credit Card,45173.56,22.17,974,0.07692307692307693,0.013347022587268994,0.36363636363636365,0.7692307692307693,0
300,21.0,Inactive,Groceries,Debit Card,20052.44,1.47,413,0.46808510638297873,0.11380145278450363,0.3142857142857143,0.10638297872340426,0
301,35.0,New,Electronics,Net Banking,30898.28,30.85,1011,1.0,0.002967359050445104,0.2289156626506024,5.0,1
302,21.0,Regular,Groceries,Credit Card,21252.12,32.13,813,0.8888888888888888,0.01107011070110701,0.23703703703703705,2.2222222222222223,1
303,68.0,New,Furniture,Credit Card,17529.69,28.28,683,0.34375,0.04685212298682284,0.6060606060606061,0.25,0
304,56.0,Premium,Books,Cash,14406.17,40.43,506,0.98,0.09881422924901186,0.5619834710743802,0.22,0
305,28.0,Regular,Sports,Upi,13693.09,40.81,1748,0.75,0.009153318077803204,6.758620689655173,0.4375,0
306,29.0,Regular,Furniture,Cash,40407.41,34.88,321,0.8571428571428571,0.06542056074766354,0.026402640264026403,0.5238095238095238,1
307,54.0,New,Furniture,Credit Card,9190.06,1.9,1108,0.35,0.018050541516245487,2.0689655172413794,0.95,0
308,48.0,Regular,Furniture,Credit Card,40419.05,17.04,1231,0.0,0.010560519902518278,0.9120879120879121,0.07692307692307693,0
309,63.0,Premium,Books,Upi,43103.14,48.03,648,0.17647058823529413,0.05246913580246913,0.9427083333333334,0.35294117647058826,0
310,38.0,Premium,Sports,Net Banking,39696.2,48.03,1450,0.7857142857142857,0.019310344827586208,0.24624624624624625,0.17857142857142858,0
311,57.0,Regular,Sports,Credit Card,40815.48,18.92,1467,0.2894736842105263,0.025903203817314247,0.21529745042492918,0.10526315789473684,0
312,54.0,Inactive,Electronics,Credit Card,30318.24,46.05,1046,0.75,0.011472275334608031,0.18152866242038215,1.6666666666666667,1
313,27.0,Premium,Clothing,Upi,49127.79,8.39,944,1.0,0.024364406779661018,3.9565217391304346,0.8695652173913043,0
314,18.0,Regular,Clothing,Upi,3855.84,12.83,927,0.06666666666666667,0.04854368932038835,3.3035714285714284,0.0,0
315,64.0,Premium,Groceries,Credit Card,44147.65,17.56,954,0.4375,0.033542976939203356,0.13471502590673576,0.46875,0
316,22.0,Regular,Electronics,Credit Card,13425.82,5.24,1150,0.23809523809523808,0.018260869565217393,0.25,0.5714285714285714,0
317,23.0,Inactive,Furniture,Credit Card,35372.98,21.57,139,0.8709677419354839,0.22302158273381295,0.12835820895522387,0.6129032258064516,0
318,24.0,Regular,Clothing,Debit Card,35011.24,36.1,226,0.3333333333333333,0.11946902654867257,0.24548736462093862,0.3333333333333333,0
319,21.0,Inactive,Furniture,Debit Card,8102.7,18.04,228,0.9375,0.14035087719298245,0.1050228310502283,0.28125,0
320,19.0,Premium,Sports,Net Banking,25545.48,23.68,1383,0.7894736842105263,0.01373825018076645,1.3166666666666667,0.631578947368421,0
321,34.0,Inactive,Furniture,Debit Card,9651.62,44.27,930,0.04,0.026881720430107527,0.25263157894736843,0.56,1
322,47.0,Regular,Books,Cash,28430.21,7.56,734,0.1111111111111111,0.02452316076294278,0.4789915966386555,0.16666666666666666,0
323,69.0,New,Books,Cash,11761.88,3.05,1805,0.8947368421052632,0.021052631578947368,0.6733668341708543,0.34210526315789475,0
324,48.0,Regular,Groceries,Cash,4408.27,45.14,1417,0.8,0.014114326040931546,7.166666666666667,0.9,0
325,57.0,Premium,Books,Upi,9057.51,49.22,190,0.034482758620689655,0.15263157894736842,0.45871559633027525,0.13793103448275862,0
326,61.0,Regular,Books,Upi,7819.97,29.75,1169,0.12195121951219512,0.03507271171941831,1.1402439024390243,0.04878048780487805,0
327,43.0,Regular,Books,Net Banking,26224.56,45.86,1630,1.0,0.011042944785276074,25.714285714285715,1.0555555555555556,0
328,44.0,New,Electronics,Debit Card,28546.4,29.13,1806,0.1,0.005537098560354375,0.5384615384615384,1.8,0
329,52.0,New,Clothing,Upi,32911.99,28.6,324,0.32,0.07716049382716049,0.0411522633744856,0.2,1
330,57.0,Premium,Groceries,Upi,34680.43,2.46,1704,0.0,0.012910798122065728,0.2827868852459016,0.5,1
331,68.0,Regular,Clothing,Upi,42982.62,34.24,581,0.875,0.055077452667814115,0.29914529914529914,0.28125,0
332,64.0,Inactive,Sports,Net Banking,9802.82,10.57,1806,1.0,0.0033222591362126247,0.9090909090909091,2.5,0
333,41.0,New,Books,Credit Card,3748.04,35.48,385,0.8181818181818182,0.02857142857142857,0.16908212560386474,1.4545454545454546,1
334,30.0,Premium,Clothing,Net Banking,23094.21,45.9,1064,0.6666666666666666,0.002819548872180451,0.14127423822714683,2.6666666666666665,1
335,43.0,Inactive,Electronics,Upi,18937.1,29.7,364,0.6875,0.04395604395604396,1.3406593406593406,1.125,0
336,34.0,Regular,Electronics,Cash,2957.73,42.69,453,0.28,0.05518763796909492,0.5181818181818182,0.8,0
337,35.0,New,Electronics,Cash,48373.35,34.11,1670,0.22,0.029940119760479042,0.13991769547325103,0.4,0
338,18.0,Regular,Furniture,Net Banking,35780.65,35.47,546,0.55,0.03663003663003663,0.7730496453900709,0.6,0
339,31.0,Regular,Sports,Net Banking,41303.39,19.86,1355,0.6764705882352942,0.025092250922509225,0.03773584905660377,0.47058823529411764,0
340,56.0,Regular,Sports,Debit Card,24346.05,16.81,1373,0.5714285714285714,0.005098324836125273,1.1549295774647887,1.4285714285714286,0
341,63.0,Regular,Electronics,Credit Card,38390.98,44.98,1372,0.23529411764705882,0.02478134110787172,0.33766233766233766,0.29411764705882354,0
342,49.0,Regular,Groceries,Debit Card,19719.61,1.77,1435,0.38461538461538464,0.018118466898954706,0.4049586776859504,0.23076923076923078,0
343,52.0,Inactive,Groceries,Credit Card,15359.64,8.5,994,0.5454545454545454,0.03319919517102616,0.42433234421364985,0.15151515151515152,0
344,26.0,New,Books,Debit Card,47372.71,44.98,1554,0.4166666666666667,0.007722007722007722,0.06845238095238096,0.5833333333333334,1
345,37.0,Regular,Groceries,Net Banking,29485.75,23.19,428,0.11764705882352941,0.0397196261682243,1.9836065573770492,0.058823529411764705,0
346,50.0,Inactive,Groceries,Upi,15268.61,2.7,1196,0.6176470588235294,0.028428093645484948,0.46153846153846156,0.17647058823529413,0
347,47.0,Regular,Books,Cash,9427.66,4.04,148,0.43478260869565216,0.3108108108108108,0.9473684210526315,0.10869565217391304,0
348,18.0,Regular,Clothing,Cash,38790.34,28.81,918,0.16326530612244897,0.05337690631808279,1.5365853658536586,0.04081632653061224,0
349,58.0,New,Groceries,Upi,19474.16,1.89,1580,0.0,0.019620253164556962,1.825242718446602,0.3548387096774194,0
350,51.0,Premium,Sports,Credit Card,31521.0,12.44,815,0.0,0.001226993865030675,0.25,9.0,1
351,50.0,Regular,Electronics,Net Banking,41280.27,14.91,721,0.8,0.006934812760055479,0.785234899328859,3.2,0
352,44.0,Regular,Groceries,Credit Card,37630.72,8.24,462,0.30434782608695654,0.049783549783549784,0.024154589371980676,0.30434782608695654,1
353,64.0,Inactive,Furniture,Net Banking,6596.52,35.56,1306,0.36363636363636365,0.008422664624808576,4.85,1.8181818181818181,0
354,21.0,Inactive,Electronics,Credit Card,41887.94,2.41,1150,0.5714285714285714,0.036521739130434785,1.7833333333333334,0.3333333333333333,0
355,34.0,Premium,Clothing,Net Banking,34444.13,0.47,582,0.9333333333333333,0.07731958762886598,0.7870370370370371,0.06666666666666667,0
356,57.0,New,Books,Debit Card,25823.45,30.88,1277,1.0,0.00548159749412686,0.20689655172413793,0.42857142857142855,0
357,30.0,New,Clothing,Net Banking,35320.12,14.77,707,0.2608695652173913,0.03253182461103253,6.714285714285714,0.6521739130434783,0
358,33.0,Premium,Sports,Net Banking,45390.56,41.76,183,0.0,0.03278688524590164,0.37026239067055394,0.6666666666666666,0
359,64.0,Regular,Sports,Credit Card,23109.19,48.86,1820,0.2,0.008241758241758242,0.875,0.06666666666666667,0
360,20.0,Regular,Books,Credit Card,15979.0,36.93,1388,0.0,0.03170028818443804,3.979591836734694,0.022727272727272728,0
361,59.0,Regular,Groceries,Credit Card,47776.91,13.42,850,0.0,0.03058823529411765,2.0,0.38461538461538464,0
362,43.0,Regular,Books,Credit Card,34650.17,23.91,1455,0.12,0.01718213058419244,0.7731481481481481,0.2,0
363,64.0,Premium,Electronics,Cash,45605.72,24.13,807,0.18518518518518517,0.03345724907063197,0.5958904109589042,0.5185185185185185,0
364,67.0,Inactive,Electronics,Upi,44057.54,36.36,932,0.1590909090909091,0.04721030042918455,1.8507462686567164,0.3409090909090909,0
365,20.0,Regular,Sports,Debit Card,1111.83,43.42,1401,0.8571428571428571,0.014989293361884369,0.7323420074349443,0.8571428571428571,0
366,39.0,New,Sports,Cash,31102.83,21.64,1343,0.9333333333333333,0.03350707371556218,0.96875,0.24444444444444444,0
367,42.0,New,Furniture,Credit Card,1076.42,46.72,1568,0.25,0.002551020408163265,0.4671814671814672,3.75,0
368,49.0,Regular,Groceries,Credit Card,2992.36,11.14,970,0.3888888888888889,0.018556701030927835,0.29393939393939394,0.6666666666666666,1
369,46.0,New,Electronics,Credit Card,22629.87,5.94,856,0.03125,0.037383177570093455,0.7490196078431373,0.625,0
